time,status
0.37889607846659307,0.0
5.9165378490621885,1.0
25.370593906256516,1.0
38.43281970359333,1.0
36.84720014121986,1.0
23.35166014378298,1.0
4.717041677676528,0.0
20.093147869417788,1.0
3.389676644393466,0.0
1.446537456246899,1.0
176.95836705034208,1.0
60.505817472592966,1.0
26.009772004383493,1.0
22.324583436911055,1.0
15.519399819384866,1.0
1.974963314385264,1.0
65.49019383017895,1.0
19.846097957746657,1.0
65.64047701085306,0.0
99.31486431985581,1.0
25.80935827867778,1.0
0.0732487079879529,0.0
17.554642267447278,0.0
54.60505622899846,0.0
60.502594087932316,0.0
38.04826249161139,1.0
74.48076190438904,1.0
10.44700055591595,1.0
36.688859394448684,1.0
10.82497841682812,0.0
55.46888405883343,1.0
132.95961798920723,1.0
68.4190989180203,1.0
4.605374552177212,1.0
12.49101751104056,1.0
44.0348040079217,1.0
71.70228215743387,1.0
12.59460259661484,1.0
14.91532160733789,1.0
6.680803715757039,0.0
241.88736943849395,1.0
94.34204692990907,0.0
3.9037706781795953,0.0
51.41613150405794,1.0
0.9469254283267685,1.0
98.7913528146311,1.0
10.196732303176645,1.0
0.4709988959898433,1.0
8.876365461597786,0.0
25.94322792252183,1.0
92.00018131770086,1.0
6.566994664620983,0.0
184.29374963220351,1.0
2.8975073329014807,1.0
11.663286468820246,1.0
0.35814694176268685,0.0
50.94413211768956,1.0
96.45244577944007,1.0
61.05322671253376,0.0
27.86762419630533,1.0
11.125232313425382,1.0
16.886617051575016,1.0
1.5904455894330232,0.0
49.46054304550565,1.0
77.82990819950724,1.0
66.65264179860087,0.0
35.11345479828433,1.0
9.28451362308937,1.0
28.039003411771663,1.0
300.03837881276604,1.0
20.766868557934217,1.0
21.471813693848766,1.0
19.62223330783239,1.0
1.7963767546139582,1.0
46.47599104651091,1.0
121.55839028528797,1.0
15.232100565606826,1.0
24.59940308786788,0.0
92.16376321700932,1.0
23.212464309806528,1.0
69.77789423093085,1.0
51.08452767058902,1.0
9.215183885997085,1.0
95.80285724649471,1.0
93.5276666625878,1.0
151.36111074540875,1.0
45.955753932514234,1.0
22.258803930143223,1.0
35.66472679183519,1.0
76.44685752880478,1.0
44.87539462769074,1.0
171.88220349576684,1.0
23.06205363709018,1.0
15.954605697323316,0.0
25.503676147681524,1.0
0.10335003166926442,1.0
6.706826677824398,1.0
19.228051798117843,1.0
14.390466116364792,1.0
10.439432075522687,0.0
8.538912339554836,1.0
36.12181065515961,1.0
42.06652952573391,1.0
58.81846884543207,1.0
106.12978605505982,1.0
20.48340769954953,0.0
86.75956746903366,1.0
49.92445934386821,1.0
9.402965772467763,1.0
36.95633524742566,1.0
72.93022772034895,1.0
47.960578900480826,1.0
48.269241550491124,1.0
7.103763845123896,1.0
57.97014480783889,0.0
9.15774882710436,1.0
48.9854417388986,1.0
95.98679026255428,1.0
6.738402584290995,1.0
46.03733962720115,1.0
44.597329977165785,1.0
104.6176032155575,1.0
20.462137497129664,0.0
41.15233670729077,1.0
127.08863666063552,1.0
29.840030850277152,1.0
107.49268890769491,1.0
67.59245443306581,1.0
17.042737848424643,1.0
57.783657350329484,1.0
108.15507475195291,1.0
8.530821871216595,1.0
10.564233504060487,0.0
102.14154040248692,1.0
4.619890160130198,1.0
6.576034968709543,1.0
45.85292073347673,1.0
10.097900624570121,0.0
5.868310804544678,1.0
22.040466303589913,1.0
36.65848429194225,1.0
42.311723217802836,1.0
6.734410356535511,1.0
5.360746876485805,1.0
6.514074779972798,1.0
41.83853428661799,1.0
42.763791040835606,0.0
167.099913533251,1.0
6.901671302067571,1.0
15.343160478791235,1.0
91.44046798501127,1.0
39.29758438540276,1.0
6.499607270568107,0.0
16.601024670095054,1.0
30.965587367815292,1.0
20.270451214907517,0.0
47.25939723509758,1.0
11.302101110117807,0.0
23.627776802307327,0.0
62.086397365747445,1.0
7.989463042034207,1.0
58.36823764253166,1.0
21.874932874941667,1.0
21.794415491999978,1.0
127.54555687663198,1.0
38.680522055480765,1.0
33.68216590943728,1.0
20.800429138455037,1.0
5.665326265959461,1.0
3.4674139081577997,1.0
5.516879203314001,1.0
40.2692892403752,1.0
34.74696451555157,1.0
64.99168499197405,1.0
42.21434287355117,1.0
8.567342936592318,1.0
76.54201847807335,1.0
15.041321770996788,1.0
52.03568958786535,1.0
93.16705865881595,1.0
72.71460651134387,1.0
158.49793829159938,1.0
46.11911883697658,1.0
106.78120983086913,1.0
9.437015823092716,0.0
7.166155009068447,1.0
47.09807935242839,1.0
77.41641726203308,1.0
166.23893356857116,1.0
17.59204008139248,1.0
68.61557306676397,1.0
16.218330664537437,1.0
2.44203777604821,1.0
92.83665820075228,1.0
48.7160199561838,1.0
18.34092435900672,1.0
85.06613320014768,1.0
99.49212840113601,1.0
74.5402933836874,1.0
38.76893678170058,1.0
35.623868121851004,1.0
55.47564343795961,1.0
19.30279954407567,1.0
65.11786283447252,1.0
51.87140112985391,0.0
29.160899853240487,1.0
48.35781081395808,0.0
37.87109947725753,1.0
10.78713713030628,1.0
99.5756408538434,1.0
82.88578996454024,1.0
33.40315547339615,0.0
92.35152768259168,1.0
48.820128505429004,1.0
196.99118106352688,1.0
75.02594162585089,0.0
56.29390275712439,1.0
67.21913071296581,1.0
18.274999257065133,1.0
108.78421762189836,1.0
24.411136711144184,1.0
12.938256126229106,1.0
1.3446624259598035,0.0
36.289454234369224,1.0
133.63818098364763,1.0
39.65604192669234,1.0
24.513216930862452,1.0
97.8127013579406,1.0
32.92819250865014,0.0
36.01800205572931,1.0
84.38577304221185,0.0
51.99646403340885,1.0
64.75965034642344,1.0
22.682693803316376,1.0
9.810391243606222,1.0
3.220562322742067,1.0
11.996277502597382,0.0
10.455674241780871,1.0
11.58360500724726,1.0
31.100621459161246,1.0
26.947250775546014,1.0
96.8923207828374,1.0
17.78628454215508,1.0
26.228864390557067,0.0
18.110151116212794,1.0
47.65329063495801,0.0
82.03794911205831,1.0
5.87056707164436,0.0
91.23359536181279,1.0
5.740722677062687,1.0
17.167697508539103,1.0
61.29255299524067,1.0
76.79239392068592,1.0
21.45566649980669,1.0
9.177270403806823,1.0
51.914908801877615,1.0
9.159454806675134,1.0
49.62254151714929,0.0
73.51066306494535,1.0
65.08946715149202,1.0
37.620009502849996,1.0
71.446035040938,1.0
44.61386282168236,1.0
16.102250458176265,0.0
95.01147331316164,1.0
46.76211190712505,1.0
17.160987878712575,1.0
24.463569066955447,1.0
17.980045650770528,1.0
103.39110922003798,1.0
140.53224327340376,1.0
49.8313069152782,1.0
68.46865330659745,1.0
42.35204548723679,1.0
36.29208378916209,1.0
4.4961770235347736,1.0
51.36289966138073,0.0
43.62787438816431,1.0
23.925350873191775,1.0
63.62619395277146,1.0
155.40778539466174,1.0
63.853179117182435,1.0
7.8278595086628755,0.0
8.119467211288123,1.0
47.63555481655567,1.0
68.06166880773094,1.0
40.81584768608499,1.0
116.23721729457777,1.0
1.1863465278524918,1.0
21.407369986733432,1.0
5.286064343887938,1.0
66.6455957566806,1.0
8.222614741707673,1.0
55.929991422183335,1.0
26.419500857038063,1.0
2.19715604746258,0.0
25.228797813951793,1.0
44.602566382477434,0.0
67.49146265579057,0.0
7.058519962164469,0.0
31.49656716907597,1.0
34.01077654818189,1.0
114.74659694631202,1.0
22.93958237263936,1.0
70.09063519806632,1.0
54.88990111276446,1.0
0.5108340887463508,0.0
0.15207547369625726,1.0
103.32659724795349,1.0
61.14065280048748,1.0
30.07413509538706,1.0
57.285035983584436,1.0
18.607535128270445,1.0
34.95631563092618,1.0
230.91650425394877,1.0
13.4747785312344,1.0
5.8141621392187615,1.0
36.338008306780544,1.0
116.48792159193194,1.0
29.644567836754913,1.0
123.3695912164203,1.0
101.06244979365165,0.0
19.551690881891293,1.0
2.4581643889876634,1.0
104.77616030081911,1.0
15.333845922568427,1.0
31.07290672904164,1.0
11.519200410229884,0.0
94.4595617865587,1.0
58.29986850597376,1.0
85.39805933521174,1.0
44.10182191006828,1.0
24.07516439137336,0.0
0.7114653949938984,1.0
29.63013458347011,1.0
42.23952977117395,1.0
62.73518541130134,1.0
13.573427426963086,0.0
40.23770801361734,1.0
20.91729064209351,1.0
2.0139325210796835,1.0
27.47598747790737,1.0
107.21266746945552,1.0
89.65132516016959,1.0
24.174364055591543,1.0
8.96368219836809,1.0
4.735329117039825,1.0
23.418869992603327,1.0
62.17743132565394,1.0
51.3270423155337,1.0
7.358895173229379,0.0
82.76162673699015,1.0
19.084795504630602,1.0
14.54520742785308,1.0
68.82231551768822,1.0
50.89715827044009,1.0
45.88263373462642,1.0
86.39524601929712,1.0
14.684249308542887,1.0
30.9431650476178,1.0
150.48954192153136,1.0
46.430107364552654,1.0
10.523505239378895,0.0
65.56959759177428,1.0
44.44861860914493,1.0
30.367686119122514,1.0
26.593292569331,1.0
5.949755111349271,1.0
37.307912082599444,1.0
33.00825950382269,1.0
33.86656527730232,1.0
20.80133684442767,1.0
20.740402931839082,1.0
69.13619286906834,1.0
52.86492191391504,1.0
1.3660991941701408,1.0
75.53998147572864,1.0
33.71899487330247,0.0
35.333056005621216,1.0
0.44608273973116797,0.0
