x1,x2,x3,x4,time,status
0.6546494058248418,1.3719969008844022,-1.605514670912259,-1.429507555221514,81.89890640815634,1.0
-1.7648110333864164,-1.297569510203829,-0.6684181080191182,0.10393879296090304,50.17418510583197,1.0
0.36583773015738114,-0.6475174229929722,-0.12066167477060039,-0.05128549991599197,19.328718038664757,0.0
-0.12289527495512748,0.8366427511554558,-0.24260298361171173,-1.719601700919979,75.93317534436615,1.0
0.3674430322431707,0.9149516772251746,0.0980171522129912,-1.5081304655497578,2.649280150361477,0.0
-0.1162482087679919,0.5154822974198352,0.3360997225528224,-1.5482858402435393,21.125647075564157,0.0
0.23817330255945224,0.530915761205107,0.8209569789127232,-0.545503866904777,8.157920430529762,0.0
-1.7601251001189466,0.19801974768376387,0.269097339540713,0.32832010541614504,58.40132594413396,0.0
1.6032435548682535,-0.02516484215257247,-1.144105172267623,0.3010417388500262,5.95952684288655,0.0
-0.8868072741946283,1.6468835888214235,-0.9538484358753015,0.3945109872373841,2.653546389952208,0.0
-0.9900953950777021,-0.6033547230535423,-1.2745684912453732,-1.3770399916271876,42.449219491629805,0.0
0.13083570268980926,-1.9543047728355323,-0.7681805634085257,0.18445998834770128,49.46277836412998,0.0
0.17151262491936853,-2.019945099515824,-0.6744886324748383,-1.1819818415076861,104.46694690156248,1.0
-1.0910958496009717,0.42120593755097063,1.9438253551711338,1.4687107797573433,52.4305414245015,1.0
-0.1529902449852988,-0.38411830048675477,0.9677435267784545,0.7920185987474523,20.3384248838739,0.0
1.4644115720432598,0.606660031645657,0.033844868218036346,-0.8581825125533865,40.21118851933267,1.0
-0.3738425646656547,0.648141746855497,-0.6406108154204235,-0.2716580291292611,59.08411352351058,1.0
1.331707596043868,-0.668236796655067,1.4063388084526587,0.8412784563654525,70.25738577810809,1.0
1.4825262776639794,1.118670813103993,-2.0830084043460713,0.059439223893838,0.0496471536592828,0.0
0.06402208427592986,-0.22364757900650356,0.3007432376388134,0.43606848850549645,44.97037051825787,0.0
1.7211131356433182,-0.01917233653707613,-1.3302055856507273,-0.5236210165715319,30.73363052239807,0.0
0.44703689163426996,1.2329495545321576,-1.0186958593072895,-0.3512206846823388,9.177775317136085,0.0
0.4765197672585974,0.284134315192606,-0.890872620878602,0.7266376650955351,33.11071580238027,0.0
1.6748338461225734,-0.2217681348265733,-0.20960673425270485,1.7021590965120983,50.94879991656284,1.0
1.0868087878093757,-0.2647723722982626,-2.5912424440443433,0.8358994729816928,29.583313703684233,0.0
-1.4283173850047606,0.647635310971789,-1.3461836422668232,-1.040378947254987,9.278751658493002,1.0
-0.87949763397955,1.3457210693767907,-0.27203228828076376,-0.7822293519239928,9.904489542980873,1.0
1.399571647554128,-0.1946993986190473,-0.49964008692535017,-0.0042249801958529395,18.725729093835742,1.0
-0.2873046003116368,-0.09237297819976711,0.6005730859999616,0.10084010273744905,2.5034686309629124,0.0
-2.267133511858378,-0.3452797760381021,-0.6984446420454192,-0.13668070790308884,17.406711986941122,1.0
-1.111152130545967,0.5621546903259327,1.714161895939162,-0.43482913387871913,2.468432962258846,0.0
0.2307653851624023,-1.4624608013235563,0.16998426678396283,-0.4694649515487668,6.075217663810811,0.0
-0.11816945393879213,-0.23489069153334358,-1.628330538425933,-0.17614460737544416,2.926699069258098,0.0
0.268353817312513,0.10472432098585761,-0.12357871522955786,0.08267515112442461,30.147313243863938,1.0
