x1,x2,x3,time,status,true_alpha,true_beta,pred_alpha,pred_beta
-1.1016885564296297,-1.7115544826903208,-1.3703461701166195,66.53017815069845,1.0,41.35223516090329,0.9314826914941691,1.1407832715357964,1.591397891282437
-0.13934865825064177,-0.6829895914124693,-0.43233314128007305,52.16254124823667,1.0,40.39536521915763,0.9783833429359964,1.6241996405949866,1.4853682805848154
1.6992721065274279,0.20439395785726455,0.35500297759912625,27.136395297089305,1.0,62.07770372980955,1.0177501488799563,2.1871457199069706,1.381721709134983
-0.11597312001456446,-0.30693073221178024,-0.4541602819910017,0.7081592549136924,0.0,42.532084151380005,0.9772919859004499,1.5641070206405723,1.4438047448454878
1.9530098291064477,-0.03931627568386967,0.11859254066438135,10.220092952704578,0.0,66.02107227326343,1.005929627033219,2.1404272360149257,1.400963048437616
-0.7165028727896622,2.313687049522079,0.4508015032589235,71.58841322721786,1.0,60.54855555191479,1.022540075162946,1.5645193036616836,1.182294868471928
0.312369305387886,0.7027404208062132,-0.18152784642231642,70.28322458364504,1.0,48.8471181366466,0.9909236076788842,1.6283082150499693,1.333966229683661
-0.36747247541675965,0.5124205378502504,0.20520739474716487,15.079686954408823,1.0,47.964589488828786,1.0102603697373582,1.745918697802509,1.3696302223962888
1.9341383647097334,0.6262800285953685,-1.5361855878060078,13.459570034472964,1.0,69.44037223228806,0.9231907206096996,1.2020294528557285,1.298718305142216
2.186812959103783,0.47706535661617966,-1.0614213783274349,0.8715795699021961,1.0,74.59059662746671,0.9469289310836283,1.503926930172474,1.3206264178001481
